Institution,Metric,Value,Year,Numeric Value,Rank,Decile
Swansea,Good Honours,74.4,2016,74.4,46.0,7.0
Keele,Good Honours,68.4,2016,68.4,69.0,5.0
Stirling,Good Honours,67.9,2016,67.9,71.0,5.0
Coventry,Good Honours,67.4,2016,67.4,73.0,5.0
Brunel University London,Good Honours,68.8,2016,68.8,67.0,5.0
"Goldsmiths, University of London",Good Honours,81.4,2016,81.4,18.0,9.0
Lincoln,Good Honours,65.0,2016,65.0,88.0,4.0
University for the Creative Arts,Good Honours,60.4,2016,60.4,108.0,2.0
Nottingham Trent,Good Honours,69.2,2016,69.2,64.0,5.0
De Montfort,Good Honours,70.9,2016,70.9,58.0,6.0
Bournemouth,Good Honours,75.5,2016,75.5,39.0,7.0
Oxford Brookes,Good Honours,71.1,2016,71.1,57.0,6.0
Arts University Bournemouth,Good Honours,66.2,2016,66.2,82.0,4.0
Bangor,Good Honours,64.1,2016,64.1,91.0,3.0
Portsmouth,Good Honours,72.7,2016,72.7,50.0,7.0
Harper Adams,Good Honours,58.3,2016,58.3,116.0,1.0
Northumbria,Good Honours,67.6,2016,67.6,72.0,5.0
"West of England, Bristol",Good Honours,71.4,2016,71.4,54.0,6.0
Bradford,Good Honours,74.0,2016,74.0,48.0,7.0
Hull,Good Honours,71.2,2016,71.2,56.0,6.0
Robert Gordon,Good Honours,67.0,2016,67.0,77.0,4.0
Roehampton,Good Honours,67.2,2016,67.2,76.0,4.0
Ulster,Good Honours,66.4,2016,66.4,81.0,4.0
Liverpool John Moores,Good Honours,74.9,2016,74.9,44.0,7.0
Buckingham,Good Honours,50.7,2016,50.7,125.0,1.0
Bath Spa,Good Honours,74.5,2016,74.5,45.0,7.0
Falmouth,Good Honours,72.0,2016,72.0,52.0,6.0
Sheffield Hallam,Good Honours,65.7,2016,65.7,84.0,4.0
Manchester Metropolitan,Good Honours,69.8,2016,69.8,62.0,6.0
Huddersfield,Good Honours,64.1,2016,64.1,91.0,3.0
Hertfordshire,Good Honours,67.0,2016,67.0,77.0,4.0
Brighton,Good Honours,68.2,2016,68.2,70.0,5.0
Chichester,Good Honours,69.3,2016,69.3,63.0,6.0
Queen Margaret,Good Honours,74.2,2016,74.2,47.0,7.0
Cardiff Metropolitan,Good Honours,60.6,2016,60.6,107.0,2.0
Gloucestershire,Good Honours,72.4,2016,72.4,51.0,6.0
"University of the Arts, London",Good Honours,61.8,2016,61.8,103.0,2.0
Edge Hill,Good Honours,65.8,2016,65.8,83.0,4.0
Glasgow Caledonian,Good Honours,70.1,2016,70.1,61.0,6.0
Northampton,Good Honours,64.5,2016,64.5,90.0,3.0
Royal Agricultural University,Good Honours,62.6,2016,62.6,101.0,2.0
Aberystwyth,Good Honours,65.1,2016,65.1,87.0,4.0
Winchester,Good Honours,75.5,2016,75.5,39.0,7.0
Birmingham City,Good Honours,67.3,2016,67.3,75.0,5.0
Middlesex,Good Honours,61.3,2016,61.3,105.0,2.0
Plymouth,Good Honours,67.0,2016,67.0,77.0,4.0
Central Lancashire,Good Honours,60.0,2016,60.0,110.0,2.0
Edinburgh Napier,Good Honours,71.4,2016,71.4,54.0,6.0
Chester,Good Honours,63.4,2016,63.4,95.0,3.0
Derby,Good Honours,62.7,2016,62.7,100.0,3.0
Abertay,Good Honours,70.4,2016,70.4,59.0,6.0
Salford,Good Honours,65.2,2016,65.2,86.0,4.0
Liverpool Hope,Good Honours,63.4,2016,63.4,95.0,3.0
Teesside,Good Honours,59.3,2016,59.3,112.0,2.0
York St John,Good Honours,65.4,2016,65.4,85.0,4.0
Westminster,Good Honours,68.8,2016,68.8,67.0,5.0
Leeds Trinity,Good Honours,68.9,2016,68.9,65.0,5.0
South Wales,Good Honours,63.6,2016,63.6,94.0,3.0
Staffordshire,Good Honours,63.2,2016,63.2,97.0,3.0
Kingston,Good Honours,67.4,2016,67.4,73.0,5.0
Worcester,Good Honours,61.9,2016,61.9,102.0,2.0
Canterbury Christ Church,Good Honours,66.5,2016,66.5,80.0,4.0
Greenwich,Good Honours,62.9,2016,62.9,99.0,3.0
West London,Good Honours,58.8,2016,58.8,113.0,1.0
"St Mary's, Twickenham",Good Honours,63.8,2016,63.8,93.0,3.0
Bedfordshire,Good Honours,56.6,2016,56.6,118.0,1.0
Cumbria,Good Honours,64.7,2016,64.7,89.0,3.0
Plymouth Marjon,Good Honours,58.8,2016,58.8,113.0,2.0
Buckinghamshire New,Good Honours,57.0,2016,57.0,117.0,1.0
Leeds Beckett,Good Honours,61.8,2016,61.8,103.0,2.0
Anglia Ruskin,Good Honours,58.4,2016,58.4,115.0,1.0
Sunderland,Good Honours,49.5,2016,49.5,126.0,1.0
Bishop Grosseteste,Good Honours,60.4,2016,60.4,108.0,2.0
West of Scotland,Good Honours,63.2,2016,63.2,97.0,3.0
London South Bank,Good Honours,61.0,2016,61.0,106.0,2.0
Newman,Good Honours,56.0,2016,56.0,119.0,1.0
Bolton,Good Honours,54.9,2016,54.9,121.0,1.0
Southampton Solent,Good Honours,59.9,2016,59.9,111.0,2.0
Wrexham Glyndŵr,Good Honours,53.6,2016,53.6,123.0,1.0
East London,Good Honours,53.9,2016,53.9,122.0,1.0
University of Wales Trinity Saint David,Good Honours,51.4,2016,51.4,124.0,1.0
London Metropolitan,Good Honours,55.1,2016,55.1,120.0,1.0
Cambridge,Degree Completion,98.4,2016,98.4,1.0,10.0
Oxford,Degree Completion,96.4,2016,96.4,6.0,10.0
London School of Economics,Degree Completion,94.8,2016,94.8,12.0,10.0
Imperial College London,Degree Completion,96.5,2016,96.5,5.0,10.0
Durham,Degree Completion,96.6,2016,96.6,4.0,10.0
St Andrews,Degree Completion,95.3,2016,95.3,10.0,10.0
Warwick,Degree Completion,96.7,2016,96.7,2.0,10.0
Surrey,Degree Completion,92.2,2016,92.2,31.0,8.0
Lancaster,Degree Completion,93.4,2016,93.4,18.0,9.0
Exeter,Degree Completion,95.8,2016,95.8,9.0,10.0
Bath,Degree Completion,96.1,2016,96.1,8.0,10.0
Loughborough,Degree Completion,93.1,2016,93.1,20.0,9.0
University College London,Degree Completion,94.7,2016,94.7,13.0,9.0
Southampton,Degree Completion,92.4,2016,92.4,27.0,8.0
Bristol,Degree Completion,96.7,2016,96.7,2.0,10.0
East Anglia (UEA),Degree Completion,91.9,2016,91.9,32.0,8.0
York,Degree Completion,94.3,2016,94.3,16.0,9.0
Birmingham,Degree Completion,94.7,2016,94.7,13.0,10.0
Leeds,Degree Completion,93.5,2016,93.5,17.0,9.0
Edinburgh,Degree Completion,91.3,2016,91.3,34.0,8.0
Sussex,Degree Completion,93.0,2016,93.0,22.0,9.0
Kent,Degree Completion,90.8,2016,90.8,37.0,7.0
King's College London,Degree Completion,92.8,2016,92.8,24.0,9.0
Leicester,Degree Completion,92.5,2016,92.5,26.0,8.0
Nottingham,Degree Completion,93.1,2016,93.1,20.0,9.0
Newcastle,Degree Completion,95.1,2016,95.1,11.0,10.0
Sheffield,Degree Completion,94.4,2016,94.4,15.0,9.0
Manchester,Degree Completion,92.9,2016,92.9,23.0,9.0
Reading,Degree Completion,92.3,2016,92.3,28.0,8.0
Glasgow,Degree Completion,88.4,2016,88.4,49.0,7.0
Cardiff,Degree Completion,93.4,2016,93.4,18.0,9.0
Aston,Degree Completion,90.8,2016,90.8,37.0,8.0
"Queen Mary, University of London",Degree Completion,91.2,2016,91.2,35.0,8.0
"Royal Holloway, University of London",Degree Completion,92.3,2016,92.3,28.0,8.0
Essex,Degree Completion,85.7,2016,85.7,70.0,5.0
"Queen's, Belfast",Degree Completion,91.0,2016,91.0,36.0,8.0
Heriot-Watt,Degree Completion,87.4,2016,87.4,55.0,6.0
Strathclyde,Degree Completion,87.6,2016,87.6,51.0,6.0
Liverpool,Degree Completion,91.4,2016,91.4,33.0,8.0
Aberdeen,Degree Completion,84.2,2016,84.2,82.0,4.0
"City, University of London",Degree Completion,86.0,2016,86.0,64.0,5.0
Dundee,Degree Completion,86.0,2016,86.0,64.0,5.0
SOAS University of London,Degree Completion,80.7,2016,80.7,107.0,2.0
"St George's, University of London",Degree Completion,92.8,2016,92.8,24.0,9.0
Swansea,Degree Completion,89.7,2016,89.7,45.0,7.0
Keele,Degree Completion,90.8,2016,90.8,37.0,8.0
Stirling,Degree Completion,85.6,2016,85.6,72.0,5.0
Coventry,Degree Completion,85.9,2016,85.9,67.0,5.0
Brunel University London,Degree Completion,87.8,2016,87.8,50.0,7.0
"Goldsmiths, University of London",Degree Completion,82.3,2016,82.3,95.0,3.0
Lincoln,Degree Completion,87.6,2016,87.6,51.0,6.0
University for the Creative Arts,Degree Completion,85.8,2016,85.8,68.0,5.0
Nottingham Trent,Degree Completion,89.6,2016,89.6,46.0,7.0
De Montfort,Degree Completion,86.5,2016,86.5,58.0,6.0
Bournemouth,Degree Completion,86.0,2016,86.0,64.0,5.0
Oxford Brookes,Degree Completion,89.4,2016,89.4,47.0,7.0
Arts University Bournemouth,Degree Completion,92.3,2016,92.3,28.0,8.0
Bangor,Degree Completion,81.9,2016,81.9,99.0,3.0
Portsmouth,Degree Completion,87.6,2016,87.6,51.0,6.0
Harper Adams,Degree Completion,90.6,2016,90.6,40.0,7.0
Northumbria,Degree Completion,87.6,2016,87.6,51.0,6.0
"West of England, Bristol",Degree Completion,84.9,2016,84.9,77.0,4.0
Bradford,Degree Completion,83.8,2016,83.8,84.0,4.0
Hull,Degree Completion,86.1,2016,86.1,62.0,6.0
Robert Gordon,Degree Completion,83.4,2016,83.4,87.0,4.0
Roehampton,Degree Completion,81.7,2016,81.7,101.0,2.0
Ulster,Degree Completion,82.3,2016,82.3,95.0,3.0
Liverpool John Moores,Degree Completion,84.2,2016,84.2,82.0,4.0
Buckingham,Degree Completion,86.3,2016,86.3,59.0,6.0
Bath Spa,Degree Completion,89.9,2016,89.9,43.0,7.0
Falmouth,Degree Completion,85.5,2016,85.5,74.0,5.0
Sheffield Hallam,Degree Completion,87.0,2016,87.0,56.0,6.0
Manchester Metropolitan,Degree Completion,84.5,2016,84.5,80.0,4.0
Huddersfield,Degree Completion,83.0,2016,83.0,89.0,3.0
Hertfordshire,Degree Completion,86.1,2016,86.1,62.0,6.0
Brighton,Degree Completion,87.0,2016,87.0,56.0,6.0
Chichester,Degree Completion,89.9,2016,89.9,43.0,7.0
Queen Margaret,Degree Completion,82.4,2016,82.4,92.0,3.0
Cardiff Metropolitan,Degree Completion,82.3,2016,82.3,95.0,3.0
Gloucestershire,Degree Completion,86.3,2016,86.3,59.0,6.0
"University of the Arts, London",Degree Completion,85.6,2016,85.6,72.0,5.0
Edge Hill,Degree Completion,86.2,2016,86.2,61.0,6.0
Glasgow Caledonian,Degree Completion,83.2,2016,83.2,88.0,4.0
Northampton,Degree Completion,85.0,2016,85.0,76.0,4.0
Royal Agricultural University,Degree Completion,96.3,2016,96.3,7.0,10.0
Aberystwyth,Degree Completion,89.2,2016,89.2,48.0,7.0
Winchester,Degree Completion,85.2,2016,85.2,75.0,5.0
Birmingham City,Degree Completion,84.5,2016,84.5,80.0,4.0
Middlesex,Degree Completion,77.7,2016,77.7,116.0,1.0
Plymouth,Degree Completion,84.8,2016,84.8,78.0,4.0
Central Lancashire,Degree Completion,81.6,2016,81.6,103.0,2.0
Edinburgh Napier,Degree Completion,81.1,2016,81.1,105.0,2.0
Chester,Degree Completion,80.5,2016,80.5,108.0,2.0
Derby,Degree Completion,83.7,2016,83.7,85.0,4.0
Abertay,Degree Completion,75.6,2016,75.6,119.0,1.0
Salford,Degree Completion,79.5,2016,79.5,111.0,2.0
Liverpool Hope,Degree Completion,82.8,2016,82.8,90.0,3.0
Teesside,Degree Completion,80.9,2016,80.9,106.0,2.0
York St John,Degree Completion,90.3,2016,90.3,41.0,7.0
Westminster,Degree Completion,80.4,2016,80.4,109.0,2.0
Leeds Trinity,Degree Completion,81.8,2016,81.8,100.0,3.0
South Wales,Degree Completion,81.7,2016,81.7,101.0,2.0
Staffordshire,Degree Completion,78.3,2016,78.3,115.0,1.0
Kingston,Degree Completion,82.1,2016,82.1,98.0,3.0
Worcester,Degree Completion,85.8,2016,85.8,68.0,5.0
Canterbury Christ Church,Degree Completion,82.4,2016,82.4,92.0,3.0
Greenwich,Degree Completion,84.6,2016,84.6,79.0,4.0
West London,Degree Completion,73.9,2016,73.9,122.0,1.0
"St Mary's, Twickenham",Degree Completion,83.7,2016,83.7,85.0,4.0
Bedfordshire,Degree Completion,80.2,2016,80.2,110.0,2.0
Cumbria,Degree Completion,85.7,2016,85.7,70.0,5.0
Plymouth Marjon,Degree Completion,82.6,2016,82.6,91.0,3.0
Buckinghamshire New,Degree Completion,82.4,2016,82.4,92.0,3.0
Leeds Beckett,Degree Completion,78.9,2016,78.9,114.0,1.0
Anglia Ruskin,Degree Completion,79.2,2016,79.2,113.0,2.0
Sunderland,Degree Completion,81.6,2016,81.6,103.0,2.0
Bishop Grosseteste,Degree Completion,90.1,2016,90.1,42.0,7.0
West of Scotland,Degree Completion,70.0,2016,70.0,125.0,1.0
London South Bank,Degree Completion,74.5,2016,74.5,121.0,1.0
Newman,Degree Completion,73.4,2016,73.4,123.0,1.0
Bolton,Degree Completion,71.2,2016,71.2,124.0,1.0
Southampton Solent,Degree Completion,76.8,2016,76.8,117.0,1.0
Wrexham Glyndŵr,Degree Completion,75.8,2016,75.8,118.0,1.0
East London,Degree Completion,67.5,2016,67.5,126.0,1.0
University of Wales Trinity Saint David,Degree Completion,79.4,2016,79.4,112.0,2.0
London Metropolitan,Degree Completion,75.3,2016,75.3,120.0,1.0
Cambridge,Overall Score,1000,2016,1000.0,1.0,10.0
Oxford,Overall Score,989,2016,989.0,2.0,10.0
London School of Economics,Overall Score,953,2016,953.0,3.0,10.0
Imperial College London,Overall Score,943,2016,943.0,4.0,10.0
Durham,Overall Score,926,2016,926.0,5.0,10.0
St Andrews,Overall Score,926,2016,926.0,5.0,10.0
Warwick,Overall Score,909,2016,909.0,7.0,10.0
Surrey,Overall Score,885,2016,885.0,8.0,10.0
Lancaster,Overall Score,882,2016,882.0,9.0,10.0
Exeter,Overall Score,876,2016,876.0,10.0,10.0
Bath,Overall Score,874,2016,874.0,11.0,10.0
Loughborough,Overall Score,874,2016,874.0,11.0,10.0
University College London,Overall Score,873,2016,873.0,13.0,10.0
Southampton,Overall Score,842,2016,842.0,14.0,9.0
Bristol,Overall Score,834,2016,834.0,15.0,9.0
East Anglia (UEA),Overall Score,828,2016,828.0,16.0,9.0
York,Overall Score,824,2016,824.0,17.0,9.0
Birmingham,Overall Score,823,2016,823.0,18.0,9.0
Leeds,Overall Score,821,2016,821.0,19.0,9.0
Edinburgh,Overall Score,818,2016,818.0,20.0,9.0
Sussex,Overall Score,812,2016,812.0,21.0,9.0
Kent,Overall Score,811,2016,811.0,22.0,9.0
King's College London,Overall Score,805,2016,805.0,23.0,9.0
Leicester,Overall Score,799,2016,799.0,24.0,9.0
Nottingham,Overall Score,795,2016,795.0,25.0,9.0
Newcastle,Overall Score,791,2016,791.0,26.0,8.0
Sheffield,Overall Score,786,2016,786.0,27.0,8.0
Manchester,Overall Score,785,2016,785.0,28.0,8.0
Reading,Overall Score,783,2016,783.0,29.0,8.0
Glasgow,Overall Score,782,2016,782.0,30.0,8.0
Cardiff,Overall Score,777,2016,777.0,31.0,8.0
Aston,Overall Score,771,2016,771.0,32.0,8.0
"Queen Mary, University of London",Overall Score,760,2016,760.0,33.0,8.0
"Royal Holloway, University of London",Overall Score,759,2016,759.0,34.0,8.0
Essex,Overall Score,759,2016,759.0,34.0,8.0
"Queen's, Belfast",Overall Score,755,2016,755.0,36.0,8.0
Heriot-Watt,Overall Score,753,2016,753.0,37.0,8.0
Strathclyde,Overall Score,748,2016,748.0,38.0,8.0
Liverpool,Overall Score,747,2016,747.0,39.0,7.0
Aberdeen,Overall Score,733,2016,733.0,40.0,7.0
"City, University of London",Overall Score,725,2016,725.0,41.0,7.0
Dundee,Overall Score,716,2016,716.0,42.0,7.0
SOAS University of London,Overall Score,713,2016,713.0,43.0,7.0
"St George's, University of London",Overall Score,713,2016,713.0,43.0,7.0
Swansea,Overall Score,711,2016,711.0,45.0,7.0
Keele,Overall Score,704,2016,704.0,46.0,7.0
Stirling,Overall Score,700,2016,700.0,47.0,7.0
Coventry,Overall Score,690,2016,690.0,48.0,7.0
Brunel University London,Overall Score,687,2016,687.0,49.0,7.0
"Goldsmiths, University of London",Overall Score,680,2016,680.0,50.0,7.0
Lincoln,Overall Score,664,2016,664.0,51.0,6.0
University for the Creative Arts,Overall Score,657,2016,657.0,52.0,6.0
Nottingham Trent,Overall Score,655,2016,655.0,53.0,6.0
De Montfort,Overall Score,651,2016,651.0,54.0,6.0
Bournemouth,Overall Score,651,2016,651.0,54.0,6.0
Oxford Brookes,Overall Score,651,2016,651.0,54.0,6.0
Arts University Bournemouth,Overall Score,650,2016,650.0,57.0,6.0
Bangor,Overall Score,647,2016,647.0,58.0,6.0
Portsmouth,Overall Score,642,2016,642.0,59.0,6.0
Harper Adams,Overall Score,637,2016,637.0,60.0,6.0
Northumbria,Overall Score,637,2016,637.0,60.0,6.0
"West of England, Bristol",Overall Score,633,2016,633.0,62.0,6.0
Bradford,Overall Score,632,2016,632.0,63.0,5.0
Hull,Overall Score,632,2016,632.0,63.0,5.0
Robert Gordon,Overall Score,632,2016,632.0,63.0,6.0
Roehampton,Overall Score,625,2016,625.0,66.0,5.0
Ulster,Overall Score,625,2016,625.0,66.0,5.0
Liverpool John Moores,Overall Score,624,2016,624.0,68.0,5.0
Buckingham,Overall Score,623,2016,623.0,69.0,5.0
Bath Spa,Overall Score,622,2016,622.0,70.0,5.0
Falmouth,Overall Score,622,2016,622.0,70.0,5.0
Sheffield Hallam,Overall Score,619,2016,619.0,72.0,5.0
Manchester Metropolitan,Overall Score,618,2016,618.0,73.0,5.0
Huddersfield,Overall Score,613,2016,613.0,74.0,5.0
Hertfordshire,Overall Score,612,2016,612.0,75.0,5.0
Brighton,Overall Score,608,2016,608.0,76.0,4.0
Chichester,Overall Score,604,2016,604.0,77.0,4.0
Queen Margaret,Overall Score,603,2016,603.0,78.0,4.0
Cardiff Metropolitan,Overall Score,601,2016,601.0,79.0,4.0
Gloucestershire,Overall Score,595,2016,595.0,80.0,4.0
"University of the Arts, London",Overall Score,595,2016,595.0,80.0,4.0
Edge Hill,Overall Score,592,2016,592.0,82.0,4.0
Glasgow Caledonian,Overall Score,591,2016,591.0,83.0,4.0
Northampton,Overall Score,591,2016,591.0,83.0,4.0
Royal Agricultural University,Overall Score,579,2016,579.0,85.0,4.0
Aberystwyth,Overall Score,570,2016,570.0,86.0,4.0
Winchester,Overall Score,570,2016,570.0,86.0,4.0
Birmingham City,Overall Score,568,2016,568.0,88.0,4.0
Middlesex,Overall Score,565,2016,565.0,89.0,3.0
Plymouth,Overall Score,561,2016,561.0,90.0,3.0
Central Lancashire,Overall Score,560,2016,560.0,91.0,3.0
Edinburgh Napier,Overall Score,555,2016,555.0,92.0,3.0
Chester,Overall Score,554,2016,554.0,93.0,3.0
Derby,Overall Score,541,2016,541.0,94.0,3.0
Abertay,Overall Score,536,2016,536.0,95.0,3.0
Salford,Overall Score,534,2016,534.0,96.0,3.0
Liverpool Hope,Overall Score,531,2016,531.0,97.0,3.0
Teesside,Overall Score,529,2016,529.0,98.0,3.0
York St John,Overall Score,528,2016,528.0,99.0,3.0
Westminster,Overall Score,525,2016,525.0,100.0,3.0
Leeds Trinity,Overall Score,519,2016,519.0,101.0,2.0
South Wales,Overall Score,513,2016,513.0,102.0,2.0
Staffordshire,Overall Score,512,2016,512.0,103.0,2.0
Kingston,Overall Score,511,2016,511.0,104.0,2.0
Worcester,Overall Score,509,2016,509.0,105.0,2.0
Canterbury Christ Church,Overall Score,507,2016,507.0,106.0,2.0
Greenwich,Overall Score,505,2016,505.0,107.0,2.0
West London,Overall Score,492,2016,492.0,108.0,2.0
"St Mary's, Twickenham",Overall Score,486,2016,486.0,109.0,2.0
Bedfordshire,Overall Score,484,2016,484.0,110.0,2.0
Cumbria,Overall Score,475,2016,475.0,111.0,2.0
Plymouth Marjon,Overall Score,470,2016,470.0,112.0,2.0
Buckinghamshire New,Overall Score,467,2016,467.0,113.0,2.0
Leeds Beckett,Overall Score,460,2016,460.0,114.0,1.0
Anglia Ruskin,Overall Score,453,2016,453.0,115.0,1.0
Sunderland,Overall Score,440,2016,440.0,116.0,1.0
Bishop Grosseteste,Overall Score,435,2016,435.0,117.0,1.0
West of Scotland,Overall Score,430,2016,430.0,118.0,1.0
London South Bank,Overall Score,429,2016,429.0,119.0,1.0
Newman,Overall Score,425,2016,425.0,120.0,1.0
Bolton,Overall Score,424,2016,424.0,121.0,1.0
Southampton Solent,Overall Score,412,2016,412.0,122.0,1.0
Wrexham Glyndŵr,Overall Score,407,2016,407.0,123.0,1.0
East London,Overall Score,406,2016,406.0,124.0,1.0
University of Wales Trinity Saint David,Overall Score,405,2016,405.0,125.0,1.0
London Metropolitan,Overall Score,327,2016,327.0,126.0,1.0
Cambridge,Entry Standards,600,2017,600.0,1.0,10.0
Oxford,Entry Standards,574,2017,574.0,2.0,10.0
London School of Economics,Entry Standards,518,2017,518.0,6.0,10.0
Imperial College London,Entry Standards,567,2017,567.0,3.0,10.0
St Andrews,Entry Standards,520,2017,520.0,5.0,10.0
Durham,Entry Standards,524,2017,524.0,4.0,10.0
Loughborough,Entry Standards,410,2017,410.0,30.0,8.0
Warwick,Entry Standards,485,2017,485.0,8.0,10.0
Lancaster,Entry Standards,423,2017,423.0,25.0,8.0
University College London,Entry Standards,505,2017,505.0,7.0,10.0
Surrey,Entry Standards,431,2017,431.0,18.0,9.0
Bath,Entry Standards,478,2017,478.0,10.0,10.0
Exeter,Entry Standards,466,2017,466.0,14.0,9.0
East Anglia (UEA),Entry Standards,423,2017,423.0,25.0,9.0
Birmingham,Entry Standards,423,2017,423.0,25.0,9.0
Leeds,Entry Standards,430,2017,430.0,19.0,9.0
Southampton,Entry Standards,417,2017,417.0,28.0,8.0
Sussex,Entry Standards,375,2017,375.0,41.0,7.0
Edinburgh,Entry Standards,485,2017,485.0,8.0,10.0
York,Entry Standards,430,2017,430.0,19.0,9.0
King's College London,Entry Standards,462,2017,462.0,15.0,9.0
Nottingham,Entry Standards,424,2017,424.0,24.0,9.0
Kent,Entry Standards,358,2017,358.0,46.0,7.0
Bristol,Entry Standards,476,2017,476.0,11.0,10.0
Manchester,Entry Standards,433,2017,433.0,17.0,9.0
Newcastle,Entry Standards,430,2017,430.0,19.0,9.0
Reading,Entry Standards,371,2017,371.0,43.0,7.0
Sheffield,Entry Standards,415,2017,415.0,29.0,8.0
Glasgow,Entry Standards,467,2017,467.0,13.0,10.0
Aston,Entry Standards,353,2017,353.0,47.0,7.0
"Queen Mary, University of London",Entry Standards,404,2017,404.0,32.0,8.0
Leicester,Entry Standards,390,2017,390.0,36.0,8.0
"Queen's, Belfast",Entry Standards,385,2017,385.0,37.0,7.0
Heriot-Watt,Entry Standards,406,2017,406.0,31.0,8.0
Cardiff,Entry Standards,399,2017,399.0,34.0,8.0
Dundee,Entry Standards,426,2017,426.0,23.0,9.0
"Royal Holloway, University of London",Entry Standards,402,2017,402.0,33.0,8.0
Liverpool,Entry Standards,383,2017,383.0,40.0,7.0
Stirling,Entry Standards,374,2017,374.0,42.0,7.0
"City, University of London",Entry Standards,371,2017,371.0,43.0,7.0
Essex,Entry Standards,297,2017,297.0,101.0,2.0
Aberdeen,Entry Standards,441,2017,441.0,16.0,9.0
SOAS University of London,Entry Standards,397,2017,397.0,35.0,8.0
"St George's, University of London",Entry Standards,429,2017,429.0,22.0,9.0
Swansea,Entry Standards,311,2017,311.0,83.0,4.0
Keele,Entry Standards,350,2017,350.0,49.0,7.0
Harper Adams,Entry Standards,338,2017,338.0,57.0,6.0
Strathclyde,Entry Standards,470,2017,470.0,12.0,10.0
Lincoln,Entry Standards,339,2017,339.0,56.0,6.0
Coventry,Entry Standards,316,2017,316.0,74.0,4.0
"Goldsmiths, University of London",Entry Standards,353,2017,353.0,47.0,7.0
Brunel University London,Entry Standards,349,2017,349.0,51.0,6.0
Bradford,Entry Standards,321,2017,321.0,67.0,5.0
