Institution,Metric,Value,Year,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
UEA,NSS Overall (%),91.38832083617359,2018,91.38832083617359,4.0,10.0,10007789,University of East Anglia,
Nottingham,NSS Overall (%),89.2578786851915,2018,89.2578786851915,22.0,9.0,10007154,University of Nottingham,8.0
Sussex,NSS Overall (%),88.29240434037689,2018,88.29240434037689,38.0,7.0,10007806,University of Sussex,
University for the Creative Arts,NSS Overall (%),84.96240601503759,2018,84.96240601503759,66.0,5.0,10006427,University for the Creative Arts,
Kent,NSS Overall (%),89.2800363388599,2018,89.2800363388599,21.0,9.0,10007150,University of Kent,
Glasgow,NSS Overall (%),88.0144653004994,2018,88.0144653004994,43.0,7.0,10007794,University of Glasgow,12.0
Dundee,NSS Overall (%),88.51696885169693,2018,88.51696885169693,34.0,8.0,10007852,University of Dundee,
SOAS,NSS Overall (%),88.30769230769229,2018,88.30769230769229,37.0,7.0,10007780,School of Oriental and African Studies,
Heriot-Watt,NSS Overall (%),88.71831488754019,2018,88.71831488754019,30.0,8.0,10007764,Heriot-Watt University,
Bristol,NSS Overall (%),86.9090909090909,2018,86.9090909090909,55.0,6.0,10007786,University of Bristol,16.0
Manchester,NSS Overall (%),83.86278896346009,2018,83.86278896346009,82.0,4.0,10007798,The University of Manchester,19.0
Reading,NSS Overall (%),88.6058676370252,2018,88.6058676370252,33.0,8.0,10007802,University of Reading,
Edinburgh,NSS Overall (%),79.5648670427075,2018,79.5648670427075,114.0,1.0,10007790,University of Edinburgh,22.0
Newcastle,NSS Overall (%),90.2941765059036,2018,90.2941765059036,7.0,10.0,10007799,University of Newcastle Upon Tyne,1.0
City,NSS Overall (%),84.6474760116813,2018,84.6474760116813,73.0,4.0,10001478,The City University,
Falmouth,NSS Overall (%),83.52745424292841,2018,83.52745424292841,87.0,3.0,10008640,University College Falmouth,
Nottingham Trent,NSS Overall (%),89.69793958791759,2018,89.69793958791759,15.0,9.0,10004797,Nottingham Trent University,
Southampton,NSS Overall (%),87.06053671728729,2018,87.06053671728729,52.0,6.0,10007158,University of Southampton,15.0
Keele,NSS Overall (%),93.2293199882249,2018,93.2293199882249,2.0,10.0,10007767,University of Keele,
Portsmouth,NSS Overall (%),89.4242547978767,2018,89.4242547978767,17.0,9.0,10007155,University of Portsmouth,
"Queen's, Belfast",NSS Overall (%),89.85623003194891,2018,89.85623003194891,10.0,10.0,10005343,The Queen's University of Belfast,3.0
King's College London,NSS Overall (%),83.785469285937,2018,83.785469285937,84.0,4.0,10003645,King's College London,20.0
Royal Holloway,NSS Overall (%),88.0639097744361,2018,88.0639097744361,42.0,7.0,10005553,Royal Holloway College and Bedford New College,
Sheffield,NSS Overall (%),89.81296531686941,2018,89.81296531686941,11.0,10.0,10007157,University of Sheffield,4.0
Cardiff,NSS Overall (%),87.1722316544048,2018,87.1722316544048,51.0,6.0,10007814,Cardiff University,14.0
Leicester,NSS Overall (%),87.4898676033504,2018,87.4898676033504,47.0,7.0,10007796,University of Leicester,
Queen Mary,NSS Overall (%),82.72954403497809,2018,82.72954403497809,92.0,3.0,10007775,"Queen Mary and Westfield College, University of London",21.0
Swansea,NSS Overall (%),89.35014127363621,2018,89.35014127363621,19.0,9.0,10007855,Swansea University,
Aberdeen,NSS Overall (%),86.73036093418258,2018,86.73036093418258,56.0,6.0,10007783,University of Aberdeen,
Lincoln,NSS Overall (%),90.58716707021792,2018,90.58716707021792,5.0,10.0,10007151,University of Lincoln,
Essex,NSS Overall (%),89.12621359223301,2018,89.12621359223301,25.0,8.0,10007791,University of Essex,
Northumbria,NSS Overall (%),86.9371873262924,2018,86.9371873262924,54.0,6.0,10001282,University of Northumbria at Newcastle,
Oxford Brookes,NSS Overall (%),87.0358016455415,2018,87.0358016455415,53.0,6.0,10004930,Oxford Brookes University,
Aston,NSS Overall (%),88.30779480346442,2018,88.30779480346442,36.0,8.0,10007759,Aston University,
Strathclyde,NSS Overall (%),89.1566265060241,2018,89.1566265060241,24.0,9.0,10007805,University of Strathclyde,
UWE Bristol,NSS Overall (%),87.48177463028541,2018,87.48177463028541,48.0,7.0,10007164,"University of the West of England, Bristol",
Derby,NSS Overall (%),85.1682953311618,2018,85.1682953311618,63.0,5.0,10007851,University of Derby,
Stirling,NSS Overall (%),89.35217091660921,2018,89.35217091660921,18.0,9.0,10007804,University of Stirling,
Edge Hill,NSS Overall (%),86.10897927858791,2018,86.10897927858791,58.0,6.0,10007823,Edge Hill University,
Liverpool Hope,NSS Overall (%),88.8482023968043,2018,88.8482023968043,27.0,8.0,10003956,Liverpool Hope University,
West London,NSS Overall (%),76.7,2018,76.7,119.0,1.0,10006566,The University of West London,
University of the Arts London,NSS Overall (%),66.1787365177196,2018,66.1787365177196,121.0,1.0,10007162,"University of the Arts, London",
Huddersfield,NSS Overall (%),87.559704732957,2018,87.559704732957,46.0,7.0,10007148,University of Huddersfield,
Bournemouth,NSS Overall (%),82.08869814020031,2018,82.08869814020031,95.0,3.0,10000824,Bournemouth University,
Robert Gordon,NSS Overall (%),87.40854832499039,2018,87.40854832499039,49.0,6.0,10005500,The Robert Gordon University,
Bangor,NSS Overall (%),89.2954545454545,2018,89.2954545454545,20.0,9.0,10007857,Bangor University,
Gloucestershire,NSS Overall (%),87.3901182176417,2018,87.3901182176417,50.0,6.0,10007145,University of Gloucestershire,
Goldsmiths,NSS Overall (%),83.57854769814901,2018,83.57854769814901,86.0,3.0,10002718,Goldsmiths' College,
Abertay Dundee,NSS Overall (%),88.8471177944862,2018,88.8471177944862,28.0,8.0,10007849,University of Abertay Dundee,
Central Lancashire,NSS Overall (%),83.3580155497964,2018,83.3580155497964,89.0,3.0,10007141,University of Central Lancashire,
Liverpool,NSS Overall (%),89.4571057995182,2018,89.4571057995182,16.0,9.0,10006842,University of Liverpool,7.0
Staffordshire,NSS Overall (%),85.71814254859609,2018,85.71814254859609,61.0,5.0,10006299,Staffordshire University,
Middlesex,NSS Overall (%),81.53921091086211,2018,81.53921091086211,101.0,2.0,10004351,Middlesex University,
Sunderland,NSS Overall (%),80.6322529011605,2018,80.6322529011605,105.0,2.0,10007159,University of Sunderland,
Anglia Ruskin,NSS Overall (%),84.8414023372287,2018,84.8414023372287,69.0,5.0,10000291,Anglia Ruskin University,
Brunel,NSS Overall (%),83.4569493711706,2018,83.4569493711706,88.0,3.0,10000961,Brunel University,
Chichester,NSS Overall (%),88.17365269461081,2018,88.17365269461081,40.0,7.0,10007137,The University of Chichester,
Bradford,NSS Overall (%),82.0854804486208,2018,82.0854804486208,96.0,3.0,10007785,University of Bradford,
Manchester Met,NSS Overall (%),84.5659163987138,2018,84.5659163987138,74.0,4.0,10004180,The Manchester Metropolitan University,
Chester,NSS Overall (%),84.475,2018,84.475,75.0,4.0,10007848,University of Chester,
Plymouth,NSS Overall (%),84.8521916411825,2018,84.8521916411825,68.0,5.0,10007801,University of Plymouth,
Teesside,NSS Overall (%),83.82635420668458,2018,83.82635420668458,83.0,4.0,10007161,Teesside University,
Liverpool John Moores,NSS Overall (%),83.7268666241225,2018,83.7268666241225,85.0,3.0,10003957,Liverpool John Moores University,
Aberystwyth,NSS Overall (%),92.5600190159259,2018,92.5600190159259,3.0,10.0,10007856,Prifysgol Aberystwyth,
Kingston,NSS Overall (%),79.7576015309377,2018,79.7576015309377,113.0,1.0,10003678,Kingston University,
Edinburgh Napier,NSS Overall (%),82.3353293413174,2018,82.3353293413174,94.0,3.0,10007772,Edinburgh Napier University,
Hull,NSS Overall (%),86.063829787234,2018,86.063829787234,59.0,6.0,10007149,University of Hull,
Sheffield Hallam,NSS Overall (%),84.0116279069767,2018,84.0116279069767,80.0,4.0,10005790,Sheffield Hallam University,
Bolton,NSS Overall (%),81.7933545744197,2018,81.7933545744197,97.0,2.0,10006841,The University of Bolton,
Cardiff Met,NSS Overall (%),77.7828259881872,2018,77.7828259881872,117.0,1.0,10007854,Cardiff Metropolitan University,
Worcester,NSS Overall (%),84.68304519259931,2018,84.68304519259931,71.0,5.0,10007139,University of Worcester,
Glasgow Caledonian,NSS Overall (%),84.9159472966833,2018,84.9159472966833,67.0,5.0,10007762,Glasgow Caledonian University,
Winchester,NSS Overall (%),85.55469953775041,2018,85.55469953775041,62.0,5.0,10003614,University of Winchester,
Brighton,NSS Overall (%),79.8653344917463,2018,79.8653344917463,110.0,1.0,10000886,University of Brighton,
London South Bank,NSS Overall (%),81.5714285714286,2018,81.5714285714286,100.0,2.0,10004078,London South Bank University,
Roehampton,NSS Overall (%),84.0,2018,84.0,81.0,4.0,10007776,Roehampton University,
De Montfort,NSS Overall (%),84.7317073170732,2018,84.7317073170732,70.0,5.0,10001883,De Montfort University,
Greenwich,NSS Overall (%),81.7897004112003,2018,81.7897004112003,98.0,2.0,10007146,University of Greenwich,
Ulster,NSS Overall (%),88.16885761895948,2018,88.16885761895948,41.0,7.0,10007807,University of Ulster,
Bath Spa,NSS Overall (%),84.08367439745341,2018,84.08367439745341,79.0,4.0,10000571,Bath Spa University,
Bedfordshire,NSS Overall (%),84.4128329297821,2018,84.4128329297821,76.0,4.0,10007152,University of Bedfordshire,
Salford,NSS Overall (%),82.3962264150943,2018,82.3962264150943,93.0,3.0,10007156,University of Salford,
Queen Margaret,NSS Overall (%),88.7448438420743,2018,88.7448438420743,29.0,8.0,10005337,"Queen Margaret University, Edinburgh",
Birmingham City,NSS Overall (%),81.64430488153009,2018,81.64430488153009,99.0,2.0,10007140,Birmingham City University,
Hertfordshire,NSS Overall (%),82.872414594469,2018,82.872414594469,91.0,3.0,10007147,University of Hertfordshire,
Southampton Solent,NSS Overall (%),80.45582266625041,2018,80.45582266625041,108.0,2.0,10006022,Southampton Solent University,
West of Scotland,NSS Overall (%),85.9093937375083,2018,85.9093937375083,60.0,6.0,10007800,University of the West of Scotland,
Northampton,NSS Overall (%),84.675,2018,84.675,72.0,5.0,10007138,The University of Northampton,
"St Mary's, Twickenham",NSS Overall (%),85.1500789889415,2018,85.1500789889415,64.0,5.0,10007843,"St Mary's University College, Twickenham",
East London,NSS Overall (%),80.8739076154807,2018,80.8739076154807,104.0,2.0,10007144,University of East London,
Westminster,NSS Overall (%),81.3510941960038,2018,81.3510941960038,103.0,2.0,10007165,The University of Westminster,
Canterbury Christ Church,NSS Overall (%),83.24594257178529,2018,83.24594257178529,90.0,3.0,10001143,Canterbury Christ Church University,
Newman,NSS Overall (%),86.5833333333333,2018,86.5833333333333,57.0,6.0,10007832,Newman University College,
Leeds Trinity,NSS Overall (%),80.4820693709583,2018,80.4820693709583,107.0,2.0,10003863,Leeds Trinity University College,
Trinity Saint David,NSS Overall (%),80.42297799371251,2018,80.42297799371251,109.0,1.0,10007858,University of Wales: Trinity Saint David,
Birkbeck,NSS Overall (%),87.6529477196885,2018,87.6529477196885,45.0,7.0,10007760,Birkbeck College,
Leeds Beckett,NSS Overall (%),85.07722427670221,2018,85.07722427670221,65.0,5.0,10003861,Leeds Metropolitan University,
Suffolk,NSS Overall (%),79.081400636653,2018,79.081400636653,115.0,1.0,10014001,University Campus Suffolk Ltd,
South Wales,NSS Overall (%),80.5186170212766,2018,80.5186170212766,106.0,2.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
London Met,NSS Overall (%),79.7905260652226,2018,79.7905260652226,112.0,1.0,10004048,London Metropolitan University,
Cumbria,NSS Overall (%),79.85390234525181,2018,79.85390234525181,111.0,1.0,10007842,The University of Cumbria,
York St John,NSS Overall (%),81.3684210526316,2018,81.3684210526316,102.0,2.0,10007713,York St John University,
Bucks New University,NSS Overall (%),76.8121746095314,2018,76.8121746095314,118.0,1.0,10000975,Buckinghamshire New University,
Glyndŵr,NSS Overall (%),78.314696485623,2018,78.314696485623,116.0,1.0,10007833,Glyndwr University,
Cambridge,Expenditure per student / 10,9.925732949685043,2018,9.925732949685043,2.0,10.0,10007788,University of Cambridge,2.0
Oxford,Expenditure per student / 10,9.94085102554876,2018,9.94085102554876,1.0,10.0,10007774,University of Oxford,1.0
St Andrews,Expenditure per student / 10,5.924632305369849,2018,5.924632305369849,40.0,7.0,10007803,University of St Andrews,
Durham,Expenditure per student / 10,5.331331310293091,2018,5.331331310293091,51.0,6.0,10007143,University of Durham,20.0
Bath,Expenditure per student / 10,6.3522054679601645,2018,6.3522054679601645,31.0,8.0,10007850,University of Bath (The),
Imperial College,Expenditure per student / 10,8.503637991828514,2018,8.503637991828514,6.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",4.0
Loughborough,Expenditure per student / 10,6.876657339982832,2018,6.876657339982832,21.0,9.0,10004113,Loughborough University,
Warwick,Expenditure per student / 10,8.170794046385064,2018,8.170794046385064,8.0,10.0,10007163,University of Warwick,6.0
Lancaster,Expenditure per student / 10,8.069800607832407,2018,8.069800607832407,10.0,10.0,10007768,University of Lancaster,
Surrey,Expenditure per student / 10,6.117304166987599,2018,6.117304166987599,36.0,8.0,10007160,University of Surrey,
UCL,Expenditure per student / 10,8.376624047221942,2018,8.376624047221942,7.0,10.0,10007784,University College London,5.0
Coventry,Expenditure per student / 10,5.635534207583612,2018,5.635534207583612,46.0,7.0,10001726,Coventry University,
Exeter,Expenditure per student / 10,5.064887752556748,2018,5.064887752556748,58.0,6.0,10007792,University of Exeter,22.0
Leeds,Expenditure per student / 10,6.437927660681296,2018,6.437927660681296,27.0,8.0,10007795,University of Leeds,12.0
Birmingham,Expenditure per student / 10,7.272252447985332,2018,7.272252447985332,16.0,9.0,10000712,University College Birmingham,
London School of Economics,Expenditure per student / 10,8.088365134431918,2018,8.088365134431918,9.0,10.0,10004063,London School of Economics & Political Science,7.0
York,Expenditure per student / 10,6.346617966656201,2018,6.346617966656201,32.0,8.0,10007167,University of York,15.0
UEA,Expenditure per student / 10,4.578949806949807,2018,4.578949806949807,70.0,5.0,10007789,University of East Anglia,
Nottingham,Expenditure per student / 10,6.868936335610278,2018,6.868936335610278,22.0,9.0,10007154,University of Nottingham,11.0
Sussex,Expenditure per student / 10,7.188921166631918,2018,7.188921166631918,19.0,9.0,10007806,University of Sussex,
University for the Creative Arts,Expenditure per student / 10,9.20567695426898,2018,9.20567695426898,4.0,10.0,10006427,University for the Creative Arts,
Kent,Expenditure per student / 10,4.973389164313468,2018,4.973389164313468,63.0,5.0,10007150,University of Kent,
Glasgow,Expenditure per student / 10,6.100308125145304,2018,6.100308125145304,37.0,7.0,10007794,University of Glasgow,17.0
Dundee,Expenditure per student / 10,5.78779924586395,2018,5.78779924586395,44.0,7.0,10007852,University of Dundee,
SOAS,Expenditure per student / 10,6.35639894086496,2018,6.35639894086496,30.0,8.0,10007780,School of Oriental and African Studies,
Heriot-Watt,Expenditure per student / 10,7.607046018621688,2018,7.607046018621688,14.0,9.0,10007764,Heriot-Watt University,
Bristol,Expenditure per student / 10,6.3805989021155884,2018,6.3805989021155884,28.0,8.0,10007786,University of Bristol,13.0
Manchester,Expenditure per student / 10,7.7186309958586525,2018,7.7186309958586525,12.0,10.0,10007798,The University of Manchester,8.0
Reading,Expenditure per student / 10,6.637765781492798,2018,6.637765781492798,24.0,9.0,10007802,University of Reading,
Edinburgh,Expenditure per student / 10,8.621091275336775,2018,8.621091275336775,5.0,10.0,10007790,University of Edinburgh,3.0
Newcastle,Expenditure per student / 10,5.397691899430998,2018,5.397691899430998,49.0,6.0,10007799,University of Newcastle Upon Tyne,19.0
City,Expenditure per student / 10,7.395004733192503,2018,7.395004733192503,15.0,9.0,10001478,The City University,
Falmouth,Expenditure per student / 10,3.7550011018339413,2018,3.7550011018339413,96.0,3.0,10008640,University College Falmouth,
Nottingham Trent,Expenditure per student / 10,4.725859114707284,2018,4.725859114707284,67.0,5.0,10004797,Nottingham Trent University,
Southampton,Expenditure per student / 10,5.831052436788182,2018,5.831052436788182,42.0,7.0,10007158,University of Southampton,18.0
Keele,Expenditure per student / 10,4.741516075388027,2018,4.741516075388027,66.0,5.0,10007767,University of Keele,
Portsmouth,Expenditure per student / 10,5.933656612821808,2018,5.933656612821808,38.0,7.0,10007155,University of Portsmouth,
"Queen's, Belfast",Expenditure per student / 10,4.772247454139022,2018,4.772247454139022,65.0,5.0,10005343,The Queen's University of Belfast,23.0
King's College London,Expenditure per student / 10,6.229915785677552,2018,6.229915785677552,34.0,8.0,10003645,King's College London,16.0
Royal Holloway,Expenditure per student / 10,5.5191618828932265,2018,5.5191618828932265,48.0,7.0,10005553,Royal Holloway College and Bedford New College,
Sheffield,Expenditure per student / 10,5.174542938384525,2018,5.174542938384525,57.0,6.0,10007157,University of Sheffield,21.0
Cardiff,Expenditure per student / 10,7.710735122520419,2018,7.710735122520419,13.0,9.0,10007814,Cardiff University,9.0
Leicester,Expenditure per student / 10,7.225201807692344,2018,7.225201807692344,17.0,9.0,10007796,University of Leicester,
